MIN;AVG;MAX
48;55;72
48;54;72
3;53;72
3;52;72
47;53;72
3;52;72
3;55;72
48;56;72
48;57;72
48;58;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;55;72
48;54;72
48;54;72
48;55;72
48;56;72
48;57;72
47;56;72
48;54;72
48;53;72
48;54;72
3;32;72
11;12;13
11;12;13
7;12;13
11;12;13
12;13;13
11;12;13
7;15;18
11;13;14
13;14;14
13;14;14
3;20;50
14;16;18
13;16;18
14;15;16
13;17;29
11;52;72
18;44;72
36;39;48
11;37;48
36;40;48
36;40;48
29;36;48
36;50;72
18;44;72
36;36;48
36;40;48
36;43;48
36;44;48
36;43;48
36;40;48
36;40;48
36;38;48
3;35;48
24;35;48
36;36;48
29;34;36
29;35;48
29;36;48
29;36;48
36;39;48
29;36;48
36;38;48
36;38;48
29;36;48
36;36;36
36;50;72
3;44;72
11;38;72
36;45;72
21;53;72
48;54;72
48;56;72
48;60;72
48;62;72
